State,County,City/Town,Zipcode,Area Type,2022 Population,Unemployment(%),2022 Median Income ($),Cost of Living ($),2016 Crime Rate,Air Quality Index (%),Number of National Parks,Area Covered by State Parks (%),Student to Teacher Ratio Rank,Diversity Rank (Race),Diversity Rank (Gender)
TN,Weakley County,Dresden,38225,42-Rural: Distant,33063,3.59,55245.29,57683.7,0.02,84.9,1,0.0,1425,1587,1396
TN,Henry County,Henry,38231,42-Rural: Distant,32379,4.15,54156.86,59105.3,0.035,84.9,1,0.0,1625,1227,1195
TN,Obion County,Hornbeak,38232,43-Rural: Remote,30394,4.01,52568.36,58531.7,0.037,84.9,1,0.0,1452,1136,1291
TN,Gibson County,Kenton,38233,42-Rural: Distant,50837,3.67,56409.71,59412.62,0.027,84.9,1,0.0,2207,2279,1908
TN,Dyer County,Trimble,38259,42-Rural: Distant,36410,3.7,57273.28,59572.16,0.052,84.9,1,0.0,1887,1573,639
TN,Madison County,Jackson,38301,13-City: Small,99245,3.55,59989.23,64534.52,0.043,84.9,1,0.0,2315,2039,2356
TN,Benton County,Camden,38320,33-Town: Remote,16002,4.29,52284.96,59005.08,0.021,84.9,1,0.0,756,1273,1244
TN,Hardin County,Counce,38326,42-Rural: Distant,27077,4.18,51701.72,58896.93,0.039,84.9,1,0.0,1032,906,786
TN,Decatur County,Decaturville,38329,43-Rural: Remote,11564,4.68,54514.2,59088.66,0.024,84.9,1,0.0,421,399,517
TN,Carroll County,Huntingdon,38344,43-Rural: Remote,28458,4.03,59490.2,58616.64,0.019,84.9,1,0.0,1705,1101,1513
TN,Chester County,Jacks Creek,38347,42-Rural: Distant,17609,3.07,61468.89,60134.93,0.014,84.9,1,0.0,1016,641,163
TN,Henderson County,Lexington,38351,41-Rural: Fringe,27929,3.78,58426.4,58983.54,0.025,84.9,1,0.0,1725,1395,1056
TN,McNairy County,Selmer,38375,32-Town: Distant,25988,4.8,51199.6,59140.87,0.025,84.9,1,0.0,994,1538,1052
TN,Lewis County,Hohenwald,38462,33-Town: Remote,12957,3.75,53046.86,61380.03,0.033,84.9,1,0.0,576,423,550
TN,Lawrence County,Lawrenceburg,38464,32-Town: Distant,45415,3.6,54853.05,60770.09,0.027,84.9,1,0.0,2017,2217,1875
TN,Giles County,Prospect,38477,42-Rural: Distant,30554,3.39,63351.06,61832.53,0.022,84.9,1,0.0,1171,551,841
TN,Wayne County,Waynesboro,38485,43-Rural: Remote,16308,4.73,53306.65,61384.01,0.009,84.9,1,0.0,892,1595,1444
TN,Jackson County,Cookeville,38501,42-Rural: Distant,11989,4.03,50858.7,59217.24,0.013,84.9,1,0.0,671,660,532
TN,Fentress County,Allardt,38504,43-Rural: Remote,19332,3.92,45324.1,59650.6,0.017,84.9,1,0.0,958,1442,1161
TN,Putnam County,Cookeville,38506,33-Town: Remote,82382,3.48,58930.57,60159.24,0.031,84.9,1,0.0,2238,2362,2193
TN,Pickett County,Byrdstown,38549,43-Rural: Remote,5107,3.96,47319.23,59240.51,0.014,84.9,1,0.0,167,297,213
TN,Clay County,Celina,38551,43-Rural: Remote,7620,4.86,44759.35,60319.53,0.013,84.9,1,0.0,378,612,257
TN,Cumberland County,Crossville,38555,33-Town: Remote,63522,4.45,58248.76,60987.55,0.023,84.9,1,0.0,1821,1987,1180
TN,Smith County,Elmwood,38560,42-Rural: Distant,20489,3.06,62071.63,62791.01,0.015,84.9,1,0.0,1522,1347,1122
TN,Overton County,Livingston,38570,33-Town: Remote,23044,3.51,54550.13,61337.85,0.015,84.9,1,0.0,1160,1679,1491
TN,White County,Sparta,38583,42-Rural: Distant,28064,3.62,52295.22,59858.73,0.024,84.9,1,0.0,1476,1279,839
TN,Van Buren County,Spencer,38585,42-Rural: Distant,6429,4.41,53722.51,60566.68,0.013,84.9,1,0.0,164,304,124
MS,Benton County,Ashland,38603,43-Rural: Remote,7550,5.2,47849.07,64411.71,0.0,84.02,0,0.0,460,497,342
MS,Coahoma County,Clarksdale,38614,33-Town: Remote,20197,5.96,37576.7,57801.76,0.001,84.02,0,0.0,1906,2225,2147
MS,Tate County,Coldwater,38618,42-Rural: Distant,28296,4.08,62690.81,63440.95,0.0,84.02,0,0.0,1315,1695,1066
MS,Panola County,Como,38619,42-Rural: Distant,32661,4.9,46794.52,60076.05,0.037,84.02,0,0.0,1703,1989,1501
MS,Marshall County,Holly Springs,38635,32-Town: Distant,34110,4.24,51422.42,60647.4,0.018,84.02,0,0.0,1729,1884,2016
MS,Quitman County,Marks,38646,41-Rural: Fringe,5701,5.98,39926.08,58802.56,0.0,84.02,0,0.0,276,628,834
MS,Union County,New Albany,38652,33-Town: Remote,28125,3.03,58446.94,59678.58,0.0,84.02,0,0.0,1365,1352,1377
MS,Lafayette County,Oxford,38655,41-Rural: Fringe,57615,3.28,73548.47,70171.21,0.015,84.02,0,0.0,1690,1808,1696
MS,Tippah County,Ripley,38663,41-Rural: Fringe,21431,3.53,49723.02,60180.58,0.0,84.02,0,0.0,1128,1007,1198
MS,DeSoto County,Southaven,38671,21-Suburb: Large,191723,3.35,81191.13,72087.19,0.022,84.02,0,0.0,2654,2645,2630
MS,Tunica County,Tunica,38676,41-Rural: Fringe,9458,4.73,42712.88,64310.59,0.048,84.02,0,0.0,760,1401,1319
MS,Washington County,Greenville,38701,33-Town: Remote,42514,6.11,40774.23,58521.44,0.058,84.02,0,0.0,1995,2515,2424
MS,Bolivar County,Cleveland,38732,33-Town: Remote,29370,5.04,41026.84,58602.01,0.0,84.02,0,0.0,1619,2319,2079
MS,Sunflower County,Indianola,38751,33-Town: Remote,24811,6.13,39091.27,57263.66,0.001,84.02,0,0.0,1221,2097,2048
MS,Lee County,Tupelo,38801,33-Town: Remote,82959,3.45,64792.72,60783.0,0.009,84.02,0,0.0,2340,2610,2449
MS,Prentiss County,Booneville,38829,33-Town: Remote,24792,3.44,51666.8,58907.49,0.001,84.02,0,0.0,1494,2005,1895
MS,Alcorn County,Corinth,38834,33-Town: Remote,34204,3.73,54691.84,57904.5,0.0,84.02,0,0.0,1614,1768,1677
MS,Itawamba County,Fulton,38843,41-Rural: Fringe,23903,3.54,54612.77,59766.46,0.005,84.02,0,0.0,794,1428,1050
MS,Chickasaw County,Houston,38851,41-Rural: Fringe,16812,4.73,47624.19,59333.9,0.0,84.02,0,0.0,1040,1769,1341
MS,Pontotoc County,Pontotoc,38863,41-Rural: Fringe,31389,3.57,55368.52,59423.59,0.0,84.02,0,0.0,1812,1788,1834
MS,Tishomingo County,Tishomingo,38873,43-Rural: Remote,18619,3.8,50229.25,59655.88,0.005,84.02,0,0.0,868,1243,1220
MS,Grenada County,Grenada,38901,33-Town: Remote,21088,3.89,51011.69,59824.1,0.007,84.02,0,0.0,606,1028,728
MS,Calhoun County,Calhoun City,38916,43-Rural: Remote,12781,4.3,46742.15,60532.51,0.0,84.02,0,0.0,507,861,1085
MS,Yalobusha County,Coffeeville,38922,43-Rural: Remote,12364,4.26,51774.62,61138.47,0.0,84.02,0,0.0,616,500,215
MS,Leflore County,Itta Bena,38941,41-Rural: Fringe,26570,5.67,37621.88,57309.13,0.042,84.02,0,0.0,231,2312,2309
MS,Carroll County,North Carrollton,38947,42-Rural: Distant,9731,4.71,67183.17,60160.41,0.0,84.02,0,0.0,330,246,18
MS,Tallahatchie County,Sumner,38957,43-Rural: Remote,12035,4.42,40236.18,59701.63,0.0,84.02,0,0.0,891,1366,798
MS,Montgomery County,Winona,38967,33-Town: Remote,9530,4.45,48021.57,60201.86,0.0,84.02,0,0.0,320,508,365
MS,Humphreys County,Belzoni,39038,33-Town: Remote,7333,8.23,35686.31,58413.26,0.0,84.02,0,0.0,558,855,435
MS,Rankin County,Brandon,39042,21-Suburb: Large,158979,3.02,79464.02,72347.02,0.008,84.02,0,0.0,2536,2602,2340
MS,Madison County,Canton,39046,31-Town: Fringe,111113,3.23,92596.09,72137.4,0.012,84.02,0,0.0,2458,2757,2436
MS,Leake County,Carthage,39051,32-Town: Distant,21135,4.32,50814.54,59072.48,0.009,84.02,0,0.0,1112,1155,1018
MS,Jefferson County,Fayette,39069,43-Rural: Remote,7087,14.94,30972.15,59266.93,0.0,84.02,0,0.0,726,1172,817
MS,Scott County,Forest,39074,32-Town: Distant,27707,3.67,51778.73,57632.45,0.008,84.02,0,0.0,1834,1306,1611
MS,Copiah County,Hazlehurst,39083,32-Town: Distant,27719,4.61,53943.28,64796.13,0.0,84.02,0,0.0,1484,1354,671
MS,Holmes County,Lexington,39095,43-Rural: Remote,16121,7.07,30767.82,59577.83,0.0,84.02,0,0.0,1135,1836,1287
MS,Simpson County,Mendenhall,39114,42-Rural: Distant,25587,3.92,52857.93,64059.53,0.02,84.02,0,0.0,1191,1648,1270
MS,Adams County,Natchez,39120,33-Town: Remote,28408,5.44,40565.79,58994.61,0.029,84.02,0,0.0,1576,1915,1752
MS,Claiborne County,Port Gibson,39150,43-Rural: Remote,8805,8.93,29843.67,59430.64,0.011,84.02,0,0.0,686,892,630
MS,Smith County,Raleigh,39153,43-Rural: Remote,14092,3.81,59868.07,59889.58,0.0,84.02,0,0.0,790,1166,1094
MS,Sharkey County,Rolling Fork,39159,43-Rural: Remote,3488,6.28,44871.27,59583.94,0.0,84.02,0,0.0,326,811,604
MS,Warren County,Vicksburg,39180,41-Rural: Fringe,42649,4.38,57817.49,61718.15,0.043,84.02,0,0.0,1941,2281,1905
MS,Yazoo County,Yazoo City,39194,32-Town: Distant,25948,4.73,46371.46,63341.87,0.0,84.02,0,0.0,1413,1753,1375
MS,Hinds County,Jackson,39209,12-City: Mid-size,217730,4.1,58186.13,68369.94,0.048,84.02,0,0.0,2802,3015,2937
MS,Lauderdale County,Meridian,39305,33-Town: Remote,70904,4.22,53560.27,59639.25,0.038,84.02,0,0.0,2150,2509,2249
MS,Kemper County,De Kalb,39328,43-Rural: Remote,8654,6.28,38361.2,60115.77,0.008,84.02,0,0.0,199,788,412
MS,Winston County,Louisville,39339,33-Town: Remote,17543,4.56,45697.87,60959.55,0.016,84.02,0,0.0,1030,1230,510
MS,Noxubee County,Macon,39341,41-Rural: Fringe,9990,6.35,48085.24,60331.68,0.0,84.02,0,0.0,321,636,850
MS,Newton County,Newton,39345,33-Town: Remote,21029,4.47,46842.78,58660.93,0.0,84.02,0,0.0,1245,1840,1970
MS,Neshoba County,Philadelphia,39350,42-Rural: Distant,28673,4.58,49441.68,59404.13,0.012,84.02,0,0.0,1254,1525,1224
MS,Clarke County,Quitman,39355,43-Rural: Remote,15271,4.94,59783.87,59438.28,0.0,84.02,0,0.0,1121,1613,1371
MS,Wayne County,Waynesboro,39367,33-Town: Remote,19681,5.12,55572.85,60172.98,0.0,84.02,0,0.0,1052,1515,765
MS,Forrest County,Hattiesburg,39401,13-City: Small,78110,3.9,52137.09,65893.84,0.038,84.02,0,0.0,2050,2137,2172
MS,Jefferson Davis County,Carson,39427,42-Rural: Distant,11088,5.3,48967.28,60037.95,0.0,84.02,0,0.0,156,765,367
MS,Covington County,Collins,39428,42-Rural: Distant,18098,3.64,45023.24,60364.96,0.0,84.02,0,0.0,1490,1530,1502
MS,Marion County,Columbia,39429,41-Rural: Fringe,24050,3.97,48156.09,59486.62,0.014,84.02,0,0.0,1324,1717,1658
MS,Jasper County,Heidelberg,39439,43-Rural: Remote,16167,5.31,48201.27,59391.42,0.0,84.02,0,0.0,1022,1324,818
MS,Jones County,Laurel,39440,32-Town: Distant,66569,4.31,54430.0,59957.34,0.028,84.02,0,0.0,2020,2207,2049
MS,Greene County,Leakesville,39451,43-Rural: Remote,13552,6.14,61551.04,61110.67,0.003,84.02,0,0.0,797,1013,687
MS,George County,Lucedale,39452,41-Rural: Fringe,25206,5.27,58202.55,60702.44,0.0,84.02,0,0.0,1344,1290,1152
MS,Perry County,New Augusta,39462,42-Rural: Distant,11368,5.04,52224.37,62339.41,0.0,84.02,0,0.0,885,1162,953
MS,Pearl River County,Poplarville,39470,43-Rural: Remote,57261,4.04,58753.96,62969.66,0.011,84.02,0,0.0,2089,2108,2165
MS,Lamar County,Purvis,39475,42-Rural: Distant,65783,3.15,80898.49,70177.58,0.017,84.02,0,0.0,1966,1946,2106
MS,Harrison County,Biloxi,39531,13-City: Small,211044,3.94,59113.35,66114.61,0.045,84.02,0,0.0,2704,2744,2769
MS,Hancock County,Kiln,39556,41-Rural: Fringe,46094,4.25,59719.18,66387.13,0.021,84.02,0,0.0,1500,1042,1524
MS,Jackson County,Moss Point,39563,23-Suburb: Small,144975,4.45,67562.07,67973.79,0.03,84.02,0,0.0,2575,2696,2761
MS,Stone County,Perkinston,39573,42-Rural: Distant,18669,4.34,55191.9,61904.34,0.023,84.02,0,0.0,597,356,355
MS,Lincoln County,Brookhaven,39601,33-Town: Remote,34717,3.85,59593.9,59796.12,0.009,84.02,0,0.0,1635,1857,1813
MS,Amite County,Liberty,39645,43-Rural: Remote,12619,5.53,47401.37,60660.3,0.0,84.02,0,0.0,250,464,186
MS,Pike County,Magnolia,39652,42-Rural: Distant,39644,5.08,44587.87,58844.95,0.02,84.02,0,0.0,1843,2458,2182
MS,Franklin County,Meadville,39653,43-Rural: Remote,7642,5.66,52104.23,59470.02,0.0,84.02,0,0.0,189,715,593
MS,Lawrence County,Monticello,39654,43-Rural: Remote,11713,4.92,58840.21,61486.22,0.0,84.02,0,0.0,731,958,962
MS,Walthall County,Tylertown,39667,43-Rural: Remote,13761,5.18,45584.91,60559.96,0.0,84.02,0,0.0,629,864,1001
MS,Wilkinson County,Woodville,39669,43-Rural: Remote,8143,6.79,37222.45,59797.74,0.0,84.02,0,0.0,679,1097,793
MS,Lowndes County,Columbus,39701,33-Town: Remote,57603,4.29,64446.68,61754.43,0.014,84.02,0,0.0,1998,2496,2194
MS,Monroe County,Aberdeen,39730,42-Rural: Distant,33577,4.14,57513.55,59104.17,0.007,84.02,0,0.0,1455,2075,1928
MS,Choctaw County,Ackerman,39735,43-Rural: Remote,8037,3.81,54229.77,61890.21,0.012,84.02,0,0.0,190,713,910
MS,Webster County,Eupora,39744,43-Rural: Remote,9993,4.05,58304.21,61444.52,0.0,84.02,0,0.0,712,842,637
MS,Oktibbeha County,Starkville,39759,33-Town: Remote,51427,4.27,67771.55,63104.46,0.025,84.02,0,0.0,1161,1478,1420
MS,Clay County,West Point,39773,33-Town: Remote,18380,4.3,43734.57,60755.3,0.021,84.02,0,0.0,843,1429,1241
GA,Decatur County,Bainbridge,39819,32-Town: Distant,28982,3.35,51325.9,59458.46,0.029,83.3,0,0.0,1466,998,1169
GA,Early County,Blakely,39823,32-Town: Distant,10574,3.73,43364.92,60911.01,0.023,83.3,0,0.0,191,315,287
GA,Grady County,Cairo,39828,32-Town: Distant,26008,3.09,54457.72,59861.13,0.019,83.3,0,0.0,1111,440,737
GA,Miller County,Colquitt,39837,43-Rural: Remote,5807,2.72,59042.5,61794.52,0.013,83.3,0,0.0,411,356,29
GA,Randolph County,Cuthbert,39840,42-Rural: Distant,6116,4.59,36666.93,61239.72,0.02,83.3,0,0.0,816,711,353
GA,Terrell County,Dawson,39842,41-Rural: Fringe,8754,4.73,42230.27,62180.75,0.03,83.3,0,0.0,944,730,446
GA,Seminole County,Donalsonville,39845,32-Town: Distant,9127,3.66,45536.66,62374.8,0.018,83.3,0,0.0,187,114,132
GA,Calhoun County,Edison,39846,43-Rural: Remote,5469,3.3,41135.68,60420.81,0.01,83.3,0,0.0,594,720,31
GA,Clay County,Fort Gaines,39851,43-Rural: Remote,2845,7.23,27326.92,61159.3,0.002,83.3,0,0.0,71,158,42
GA,Quitman County,Georgetown,39854,32-Town: Distant,2249,5.16,41843.16,61656.58,0.018,83.3,0,0.0,174,131,11
GA,Baker County,Newton,39870,42-Rural: Distant,2788,4.19,52946.23,59389.29,0.0,83.3,0,0.0,26,5,60
KY,Nelson County,Bardstown,40004,41-Rural: Fringe,47392,3.92,74260.06,64963.49,0.011,85.38,1,0.21,2258,2240,2137
KY,Trimble County,Bedford,40006,42-Rural: Distant,8539,4.54,62425.89,68873.61,0.002,85.38,1,0.21,514,663,461
KY,Oldham County,Buckner,40010,21-Suburb: Large,69431,3.37,115581.59,77123.42,0.01,85.38,1,0.21,2141,2307,2369
KY,Marion County,Lebanon,40033,41-Rural: Fringe,19775,3.46,58760.12,60800.73,0.011,85.38,1,0.21,1580,1351,1233
KY,Henry County,New Castle,40050,42-Rural: Distant,15771,3.71,63865.5,71258.84,0.004,85.38,1,0.21,1281,899,824
KY,Washington County,Springfield,40069,42-Rural: Distant,12061,3.57,66418.19,61579.7,0.006,85.38,1,0.21,886,779,883
KY,Spencer County,Taylorsville,40071,42-Rural: Distant,20204,4.08,89407.8,67781.66,0.005,85.38,1,0.21,1265,944,704
KY,Meade County,Brandenburg,40108,42-Rural: Distant,30001,4.63,74237.47,69732.1,0.006,85.38,1,0.21,1833,1926,1509
KY,Jefferson County,Fairdale,40118,11-City: Large,773399,3.92,75863.96,72346.97,0.05,85.38,1,0.21,2944,3067,3039
KY,Breckinridge County,Harned,40144,42-Rural: Distant,20943,4.78,64677.72,61627.5,0.005,85.38,1,0.21,1381,1173,1250
KY,Bullitt County,Shepherdsville,40165,21-Suburb: Large,83836,4.2,75442.96,72743.14,0.019,85.38,1,0.21,2450,2487,2341
KY,Nicholas County,Carlisle,40311,43-Rural: Remote,7805,4.24,50161.48,61627.58,0.003,85.38,1,0.21,409,258,45
KY,Menifee County,Frenchburg,40322,43-Rural: Remote,6250,5.98,51848.55,61707.7,0.005,85.38,1,0.21,277,782,229
KY,Scott County,Georgetown,40324,41-Rural: Fringe,59099,3.12,83633.95,76757.99,0.021,85.38,1,0.21,2167,1890,1872
KY,Mercer County,Harrodsburg,40330,32-Town: Distant,22902,3.85,69332.32,63145.34,0.01,85.38,1,0.21,1317,897,1076
KY,Estill County,Irvine,40336,32-Town: Distant,14044,5.04,42633.82,60643.07,0.003,85.38,1,0.21,1076,1250,853
KY,Anderson County,Lawrenceburg,40342,32-Town: Distant,24224,3.26,69496.62,65742.25,0.008,85.38,1,0.21,1375,1335,1248
KY,Rowan County,Morehead,40351,41-Rural: Fringe,24388,4.8,54871.53,61923.02,0.012,85.38,1,0.21,1632,1622,1409
KY,Montgomery County,Mount Sterling,40353,32-Town: Distant,28367,4.68,59857.8,62380.17,0.025,85.38,1,0.21,1432,1501,1080
KY,Jessamine County,Nicholasville,40356,31-Town: Fringe,54254,3.34,71029.66,71876.73,0.027,85.38,1,0.21,1828,1518,1816
KY,Owen County,Owenton,40359,42-Rural: Distant,11290,3.48,65390.34,62501.12,0.005,85.38,1,0.21,636,515,278
KY,Bath County,Owingsville,40360,42-Rural: Distant,12829,5.45,54080.88,61517.34,0.004,85.38,1,0.21,773,1020,689
KY,Bourbon County,Paris,40361,32-Town: Distant,20093,3.63,64843.04,69858.81,0.019,85.38,1,0.21,1611,871,1601
KY,Powell County,Stanton,40380,32-Town: Distant,13083,4.3,54669.25,61882.29,0.01,85.38,1,0.21,1110,1217,553
KY,Woodford County,Versailles,40383,31-Town: Fringe,27062,3.05,80562.72,73295.39,0.017,85.38,1,0.21,1260,527,1068
KY,Clark County,Winchester,40391,32-Town: Distant,37061,3.68,69671.17,69195.76,0.036,85.38,1,0.21,1549,1269,1463
KY,Boyle County,Danville,40422,32-Town: Distant,30904,4.08,64558.61,63047.22,0.013,85.38,1,0.21,1623,1490,1926
KY,Garrard County,Lancaster,40444,32-Town: Distant,17589,3.97,65631.64,63354.19,0.008,85.38,1,0.21,777,910,752
KY,Jackson County,McKee,40447,43-Rural: Remote,12973,5.99,43832.13,61900.14,0.007,85.38,1,0.21,804,1696,1307
KY,Rockcastle County,Mount Vernon,40456,41-Rural: Fringe,16242,4.83,52586.84,61054.02,0.006,85.38,1,0.21,990,1406,1015
KY,Madison County,Richmond,40475,32-Town: Distant,95187,3.73,68402.02,63303.62,0.028,85.38,1,0.21,2327,2293,2296
KY,Lincoln County,Stanford,40484,41-Rural: Fringe,24360,4.97,52735.73,60683.19,0.005,85.38,1,0.21,1034,1210,1214
KY,Fayette County,Lexington,40504,11-City: Large,320347,3.17,79075.88,74767.81,0.047,85.38,1,0.21,2718,2738,2855
KY,Franklin County,Frankfort,40601,32-Town: Distant,51607,3.48,73144.93,65951.77,0.031,85.38,1,0.21,2075,1566,2370
KY,Whitley County,Corbin,40701,33-Town: Remote,36873,4.58,50891.55,59991.86,0.012,85.38,1,0.21,2088,2528,2292
KY,Laurel County,London,40741,33-Town: Remote,62885,4.34,51713.01,59820.41,0.014,85.38,1,0.21,2235,2532,2196
KY,Harlan County,Harlan,40831,33-Town: Remote,25662,6.68,36086.77,61611.53,0.005,85.38,1,0.21,1822,2128,1995
KY,Knox County,Barbourville,40906,33-Town: Remote,29791,5.62,38549.1,60181.23,0.009,85.38,1,0.21,1787,2233,2041
KY,Clay County,Manchester,40962,42-Rural: Distant,19913,5.96,36459.51,61590.66,0.009,85.38,1,0.21,1310,1917,1318
KY,Bell County,Middlesboro,40965,32-Town: Distant,23568,5.3,33254.79,60581.59,0.033,85.38,1,0.21,1630,2288,1946
KY,Bracken County,Brooksville,41004,42-Rural: Distant,8452,4.44,69252.23,67483.71,0.007,85.38,1,0.21,832,753,443
KY,Pendleton County,Butler,41006,42-Rural: Distant,14676,3.64,71686.84,75818.69,0.007,85.38,1,0.21,866,763,529
KY,Carroll County,Carrollton,41008,32-Town: Distant,10938,3.25,54288.29,59859.11,0.009,85.38,1,0.21,1095,1184,1232
KY,Kenton County,Covington,41011,21-Suburb: Large,170313,3.43,84686.45,75285.59,0.019,85.38,1,0.21,2610,2648,2713
KY,Boone County,Erlanger,41018,21-Suburb: Large,139093,3.23,95481.48,82305.51,0.019,85.38,1,0.21,2462,2416,2469
KY,Harrison County,Cynthiana,41031,32-Town: Distant,19103,3.37,65497.13,62520.4,0.016,85.38,1,0.21,1392,1336,1326
KY,Fleming County,Hillsboro,41049,42-Rural: Distant,15288,4.63,54496.74,60931.86,0.005,85.38,1,0.21,1143,1141,777
KY,Mason County,Maysville,41056,32-Town: Distant,16930,5.05,64534.99,61227.58,0.026,85.38,1,0.21,827,470,894
KY,Robertson County,Mount Olivet,41064,43-Rural: Remote,2229,5.26,57175.73,61200.25,0.002,85.38,1,0.21,157,85,33
KY,Campbell County,Newport,41076,21-Suburb: Large,93300,3.44,85672.2,77418.88,0.02,85.38,1,0.21,2260,2492,2229
KY,Gallatin County,Warsaw,41095,42-Rural: Distant,8763,3.71,57785.66,72424.08,0.009,85.38,1,0.21,821,649,217
KY,Grant County,Williamstown,41097,32-Town: Distant,25502,3.89,59255.05,71716.76,0.009,85.38,1,0.21,1607,1458,1703
KY,Boyd County,Ashland,41102,41-Rural: Fringe,48110,5.4,61963.82,66614.05,0.025,85.38,1,0.21,1927,2412,2422
KY,Lawrence County,Blaine,41124,42-Rural: Distant,16109,5.62,45022.21,61529.73,0.006,85.38,1,0.21,896,1239,821
KY,Greenup County,Greenup,41144,22-Suburb: Mid-size,35403,6.16,63218.6,69649.19,0.005,85.38,1,0.21,1997,2337,2087
KY,Carter County,Olive Hill,41164,42-Rural: Distant,26395,7.58,47483.52,61925.15,0.007,85.38,1,0.21,1774,2103,1483
KY,Elliott County,Sandy Hook,41171,43-Rural: Remote,7293,8.73,39088.19,61016.38,0.001,85.38,1,0.21,608,772,576
KY,Lewis County,Vanceburg,41179,43-Rural: Remote,12954,7.73,45768.72,61842.05,0.002,85.38,1,0.21,1134,1454,757
KY,Martin County,Inez,41224,43-Rural: Remote,11095,7.93,48504.18,60522.07,0.006,85.38,1,0.21,1263,1346,744
KY,Johnson County,Paintsville,41240,33-Town: Remote,22244,6.27,48332.7,60717.01,0.007,85.38,1,0.21,1544,2152,1679
KY,Lee County,Beattyville,41311,43-Rural: Remote,7261,5.74,35567.2,61224.23,0.003,85.38,1,0.21,379,869,791
KY,Owsley County,Booneville,41314,43-Rural: Remote,3929,7.39,41319.48,60898.64,0.015,85.38,1,0.21,224,310,129
KY,Breathitt County,Jackson,41339,33-Town: Remote,13351,7.91,38597.36,60451.35,0.003,85.38,1,0.21,1166,1407,1391
KY,Wolfe County,Pine Ridge,41360,43-Rural: Remote,6400,5.89,36599.16,60578.11,0.003,85.38,1,0.21,795,1259,659
KY,Magoffin County,Salyersville,41465,43-Rural: Remote,11357,11.79,36783.99,60384.79,0.003,85.38,1,0.21,975,1053,498
KY,Morgan County,West Liberty,41472,43-Rural: Remote,14120,5.56,48605.84,61431.6,0.002,85.38,1,0.21,1176,1704,1393
KY,Pike County,Belfry,41514,41-Rural: Fringe,56286,5.43,45432.95,62024.51,0.011,85.38,1,0.21,2288,2615,2183
KY,Floyd County,Prestonsburg,41653,33-Town: Remote,34978,6.17,43162.63,61177.45,0.005,85.38,1,0.21,1863,2317,1918
KY,Perry County,Hazard,41701,41-Rural: Fringe,27361,5.28,45596.21,61176.53,0.012,85.38,1,0.21,1943,2252,1761
KY,Leslie County,Hyden,41749,42-Rural: Distant,10093,7.01,41081.26,61420.79,0.002,85.38,1,0.21,1098,1332,694
KY,Knott County,Hindman,41822,43-Rural: Remote,13874,6.48,41134.65,61684.34,0.002,85.38,1,0.21,1024,1586,984
KY,Letcher County,Whitesburg,41858,43-Rural: Remote,20893,6.5,37841.62,61242.46,0.003,85.38,1,0.21,1561,2090,1470
KY,McCracken County,Paducah,42001,33-Town: Remote,67490,4.18,66763.2,68785.56,0.028,85.38,1,0.21,2291,2038,2176
KY,Carlisle County,Bardwell,42023,43-Rural: Remote,4720,3.85,63143.64,66556.93,0.006,85.38,1,0.21,372,301,202
KY,Ballard County,Barlow,42024,43-Rural: Remote,7650,5.09,58468.5,67890.98,0.009,85.38,1,0.21,748,536,647
KY,Marshall County,Benton,42025,42-Rural: Distant,31777,4.24,76260.32,69812.48,0.013,85.38,1,0.21,1794,1980,1541
KY,Livingston County,Burna,42028,43-Rural: Remote,8963,5.01,59839.32,66797.1,0.008,85.38,1,0.21,818,586,506
KY,Hickman County,Clinton,42031,43-Rural: Remote,4422,4.47,63086.14,67236.29,0.009,85.38,1,0.21,120,73,59
KY,Lyon County,Eddyville,42038,42-Rural: Distant,9101,4.39,64950.86,66836.53,0.008,85.38,1,0.21,737,872,1082
KY,Fulton County,Hickman,42050,42-Rural: Distant,6382,4.7,44470.81,64716.54,0.019,85.38,1,0.21,545,276,384
KY,Crittenden County,Marion,42064,33-Town: Remote,8981,4.3,60916.46,67107.59,0.011,85.38,1,0.21,587,695,345
