Ranking Month,Ranking Day,Ranking Year,Rank,Last Week Rank,Title,Type,Netflix Exclusive,Release Month,Release Day,Release Year,Days In Top 10,Viewership Score
4,1,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,9,90
4,1,2020,2,-,Ozark,TV Show,Yes,7,21,2017,5,45
4,1,2020,3,2,All American,TV Show,,3,28,2019,9,76
4,1,2020,4,-,Blood Father,Movie,,3,26,2020,5,30
4,1,2020,5,4,The Platform,Movie,Yes,3,20,2020,9,55
4,1,2020,6,-,Car Masters: Rust to Riches,TV Show,Yes,9,14,2018,4,14
4,1,2020,7,-,Unorthodox,TV Show,Yes,3,26,2020,2,5
4,1,2020,8,5,Love is Blind,TV Show,Yes,2,13,2020,9,40
4,1,2020,9,-,Badland,Movie,,3,26,2020,4,11
4,1,2020,10,-,Uncorked,Movie,Yes,3,27,2020,4,15
4,2,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,10,100
4,2,2020,2,-,Ozark,TV Show,Yes,7,21,2017,6,54
4,2,2020,3,2,All American,TV Show,,3,28,2019,10,84
4,2,2020,4,-,Nailed It!,TV Show,Yes,3,9,2018,1,7
4,2,2020,5,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,1,6
4,2,2020,6,-,Blood Father,Movie,,3,26,2020,6,35
4,2,2020,7,-,The Roommate,Movie,,4,1,2020,1,4
4,2,2020,8,-,Unorthodox,TV Show,Yes,3,26,2020,3,8
4,2,2020,9,4,The Platform,Movie,Yes,3,20,2020,10,57
4,2,2020,10,-,Car Masters: Rust to Riches,TV Show,Yes,9,14,2018,5,15
4,3,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,11,110
4,3,2020,2,-,Ozark,TV Show,Yes,7,21,2017,7,63
4,3,2020,3,2,All American,TV Show,,3,28,2019,11,92
4,3,2020,4,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,2,13
4,3,2020,5,-,Nailed It!,TV Show,Yes,3,9,2018,2,13
4,3,2020,6,-,The Roommate,Movie,,4,1,2020,2,9
4,3,2020,7,-,Unorthodox,TV Show,Yes,3,26,2020,4,12
4,3,2020,8,-,The Players Club,Movie,,4,1,2020,1,3
4,3,2020,9,-,Salt,Movie,,4,1,2020,1,2
4,3,2020,10,-,Blood Father,Movie,,3,26,2020,7,36
4,4,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,12,120
4,4,2020,2,2,Ozark,TV Show,Yes,7,21,2017,8,72
4,4,2020,3,-,Money Heist,TV Show,Yes,12,20,2017,1,8
4,4,2020,4,3,All American,TV Show,,3,28,2019,12,99
4,4,2020,5,-,Coffee & Kareem,Movie,Yes,4,3,2020,1,6
4,4,2020,6,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,3,18
4,4,2020,7,-,The Roommate,Movie,,4,1,2020,3,13
4,4,2020,8,-,Nailed It!,TV Show,Yes,3,9,2018,3,16
4,4,2020,9,-,Unorthodox,TV Show,Yes,3,26,2020,5,14
4,4,2020,10,-,The Players Club,Movie,,4,1,2020,2,4
4,5,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,13,130
4,5,2020,2,2,Ozark,TV Show,Yes,7,21,2017,9,81
4,5,2020,3,-,Coffee & Kareem,Movie,Yes,4,3,2020,2,14
4,5,2020,4,-,Money Heist,TV Show,Yes,12,20,2017,2,15
4,5,2020,5,3,All American,TV Show,,3,28,2019,13,105
4,5,2020,6,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,4,23
4,5,2020,7,-,Nailed It!,TV Show,Yes,3,9,2018,4,20
4,5,2020,8,-,The Roommate,Movie,,4,1,2020,4,16
4,5,2020,9,-,Angel Has Fallen,Movie,,4,4,2020,1,2
4,5,2020,10,-,Unorthodox,TV Show,Yes,3,26,2020,6,15
4,6,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,14,140
4,6,2020,2,2,Ozark,TV Show,Yes,7,21,2017,10,90
4,6,2020,3,-,Coffee & Kareem,Movie,Yes,4,3,2020,3,22
4,6,2020,4,-,Angel Has Fallen,Movie,,4,4,2020,2,9
4,6,2020,5,-,Money Heist,TV Show,Yes,12,20,2017,3,21
4,6,2020,6,3,All American,TV Show,,3,28,2019,14,110
4,6,2020,7,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,5,27
4,6,2020,8,-,Nailed It!,TV Show,Yes,3,9,2018,5,23
4,6,2020,9,-,The Roommate,Movie,,4,1,2020,5,18
4,6,2020,10,-,The Hangover,Movie,,7,1,2019,1,1
4,7,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,15,150
4,7,2020,2,2,Ozark,TV Show,Yes,7,21,2017,11,99
4,7,2020,3,-,Coffee & Kareem,Movie,Yes,4,3,2020,4,30
4,7,2020,4,-,Angel Has Fallen,Movie,,4,4,2020,3,16
4,7,2020,5,-,Money Heist,TV Show,Yes,12,20,2017,4,27
4,7,2020,6,3,All American,TV Show,,3,28,2019,15,115
4,7,2020,7,-,The Big Show Show,TV Show,Yes,4,6,2020,1,4
4,7,2020,8,-,Nailed It!,TV Show,Yes,3,9,2018,6,26
4,7,2020,9,-,How to Fix a Drug Scandal,TV Show,Yes,4,1,2020,6,29
4,7,2020,10,-,Legacies,TV Show,,4,5,2019,1,1
4,8,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,16,160
4,8,2020,2,2,Ozark,TV Show,Yes,7,21,2017,12,108
4,8,2020,3,-,Coffee & Kareem,Movie,Yes,4,3,2020,5,38
4,8,2020,4,-,The Big Show Show,TV Show,Yes,4,6,2020,2,11
4,8,2020,5,-,Angel Has Fallen,Movie,,4,4,2020,4,22
4,8,2020,6,-,Money Heist,TV Show,Yes,12,20,2017,5,32
4,8,2020,7,3,All American,TV Show,,3,28,2019,16,119
4,8,2020,8,-,Legacies,TV Show,,4,5,2019,2,4
4,8,2020,9,-,Nailed It!,TV Show,Yes,3,9,2018,7,28
4,8,2020,10,-,The Hangover,Movie,,7,1,2019,2,2
4,9,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,17,170
4,9,2020,2,2,Ozark,TV Show,Yes,7,21,2017,13,117
4,9,2020,3,-,The Big Show Show,TV Show,Yes,4,6,2020,3,19
4,9,2020,4,-,Angel Has Fallen,Movie,,4,4,2020,5,29
4,9,2020,5,-,Coffee & Kareem,Movie,Yes,4,3,2020,6,44
4,9,2020,6,-,Money Heist,TV Show,Yes,12,20,2017,6,37
4,9,2020,7,3,All American,TV Show,,3,28,2019,17,123
4,9,2020,8,-,Legacies,TV Show,,4,5,2019,3,7
4,9,2020,9,4,Nailed It!,TV Show,Yes,3,9,2018,8,30
4,9,2020,10,-,The Hangover,Movie,,7,1,2019,3,3
4,10,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,18,180
4,10,2020,2,2,Ozark,TV Show,Yes,7,21,2017,14,126
4,10,2020,3,-,The Big Show Show,TV Show,Yes,4,6,2020,4,27
4,10,2020,4,-,Angel Has Fallen,Movie,,4,4,2020,6,36
4,10,2020,5,-,Money Heist,TV Show,Yes,12,20,2017,7,43
4,10,2020,6,3,All American,TV Show,,3,28,2019,18,128
4,10,2020,7,-,Coffee & Kareem,Movie,Yes,4,3,2020,7,48
4,10,2020,8,-,Legacies,TV Show,,4,5,2019,4,10
4,10,2020,9,5,Nailed It!,TV Show,Yes,3,9,2018,9,32
4,10,2020,10,-,Community,TV Show,,4,1,2020,1,1
4,11,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,19,190
4,11,2020,2,2,Ozark,TV Show,Yes,7,21,2017,15,135
4,11,2020,3,-,Angel Has Fallen,Movie,,4,4,2020,7,44
4,11,2020,4,-,The Big Show Show,TV Show,Yes,4,6,2020,5,34
4,11,2020,5,3,Money Heist,TV Show,Yes,12,20,2017,8,49
4,11,2020,6,-,Love Wedding Repeat,Movie,Yes,4,10,2020,1,5
4,11,2020,7,4,All American,TV Show,,3,28,2019,19,132
4,11,2020,8,5,Coffee & Kareem,Movie,Yes,4,3,2020,8,51
4,11,2020,9,-,Legacies,TV Show,,4,5,2019,5,12
4,11,2020,10,8,Nailed It!,TV Show,Yes,3,9,2018,10,33
4,12,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,20,200
4,12,2020,2,2,Ozark,TV Show,Yes,7,21,2017,16,144
4,12,2020,3,-,Love Wedding Repeat,Movie,Yes,4,10,2020,2,13
4,12,2020,4,9,Angel Has Fallen,Movie,,4,4,2020,8,51
4,12,2020,5,-,The Big Show Show,TV Show,Yes,4,6,2020,6,40
4,12,2020,6,4,Money Heist,TV Show,Yes,12,20,2017,9,54
4,12,2020,7,-,Code 8,Movie,,4,11,2020,1,4
4,12,2020,8,5,All American,TV Show,,3,28,2019,20,135
4,12,2020,9,-,Legacies,TV Show,,4,5,2019,6,14
4,12,2020,10,-,Community,TV Show,,4,1,2020,2,2
4,13,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,21,210
4,13,2020,2,-,Code 8,Movie,,4,11,2020,2,13
4,13,2020,3,2,Ozark,TV Show,Yes,7,21,2017,17,152
4,13,2020,4,4,Angel Has Fallen,Movie,,4,4,2020,9,58
4,13,2020,5,-,Love Wedding Repeat,Movie,Yes,4,10,2020,3,19
4,13,2020,6,5,Money Heist,TV Show,Yes,12,20,2017,10,59
4,13,2020,7,-,Hop,Movie,,1,16,2020,1,4
4,13,2020,8,-,The Big Show Show,TV Show,Yes,4,6,2020,7,43
4,13,2020,9,6,All American,TV Show,,3,28,2019,21,137
4,13,2020,10,-,The Main Event,Movie,Yes,4,10,2020,1,1
4,14,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,22,220
4,14,2020,2,2,Ozark,TV Show,Yes,7,21,2017,18,161
4,14,2020,3,-,Code 8,Movie,,4,11,2020,3,21
4,14,2020,4,5,Money Heist,TV Show,Yes,12,20,2017,11,66
4,14,2020,5,6,All American,TV Show,,3,28,2019,22,143
4,14,2020,6,-,Love Wedding Repeat,Movie,Yes,4,10,2020,4,24
4,14,2020,7,7,The Big Show Show,TV Show,Yes,4,6,2020,8,47
4,14,2020,8,-,The Main Event,Movie,Yes,4,10,2020,2,4
4,14,2020,9,4,Angel Has Fallen,Movie,,4,4,2020,10,60
4,14,2020,10,10,Legacies,TV Show,,4,5,2019,7,15
4,15,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,23,230
4,15,2020,2,2,Ozark,TV Show,Yes,7,21,2017,19,170
4,15,2020,3,-,Code 8,Movie,,4,11,2020,4,29
4,15,2020,4,-,Chris DâElia: No Pain,Stand-Up Comedy,Yes,4,14,2020,1,7
4,15,2020,5,6,Money Heist,TV Show,Yes,12,20,2017,12,72
4,15,2020,6,7,All American,TV Show,,3,28,2019,23,148
4,15,2020,7,4,The Big Show Show,TV Show,Yes,4,6,2020,9,51
4,15,2020,8,-,Love Wedding Repeat,Movie,Yes,4,10,2020,5,27
4,15,2020,9,-,The Main Event,Movie,Yes,4,10,2020,3,6
4,15,2020,10,5,Angel Has Fallen,Movie,,4,4,2020,11,61
4,16,2020,1,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,24,240
4,16,2020,2,2,Ozark,TV Show,Yes,7,21,2017,20,179
4,16,2020,3,-,Code 8,Movie,,4,11,2020,5,37
4,16,2020,4,-,Chris DâElia: No Pain,Stand-Up Comedy,Yes,4,14,2020,2,14
4,16,2020,5,-,The Innocence Files,TV Show,Yes,4,15,2020,1,6
4,16,2020,6,-,Outer Banks,TV Show,Yes,4,15,2020,1,5
4,16,2020,7,7,All American,TV Show,,3,28,2019,24,152
4,16,2020,8,6,Money Heist,TV Show,Yes,12,20,2017,13,75
4,16,2020,9,3,The Big Show Show,TV Show,Yes,4,6,2020,10,53
4,16,2020,10,4,Angel Has Fallen,Movie,,4,4,2020,12,62
4,17,2020,1,-,Despicable Me,Movie,,4,16,2020,1,10
4,17,2020,2,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,25,249
4,17,2020,3,-,Outer Banks,TV Show,Yes,4,15,2020,2,13
4,17,2020,4,2,Ozark,TV Show,Yes,7,21,2017,21,186
4,17,2020,5,-,The Innocence Files,TV Show,Yes,4,15,2020,2,12
4,17,2020,6,-,Code 8,Movie,,4,11,2020,6,42
4,17,2020,7,6,All American,TV Show,,3,28,2019,25,156
4,17,2020,8,5,Money Heist,TV Show,Yes,12,20,2017,14,78
4,17,2020,9,-,Chris DâElia: No Pain,Stand-Up Comedy,Yes,4,14,2020,3,16
4,17,2020,10,3,The Big Show Show,TV Show,Yes,4,6,2020,11,54
4,18,2020,1,-,Despicable Me,Movie,,4,16,2020,2,20
4,18,2020,2,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,26,258
4,18,2020,3,-,Outer Banks,TV Show,Yes,4,15,2020,3,21
4,18,2020,4,2,Ozark,TV Show,Yes,7,21,2017,22,193
4,18,2020,5,-,Too Hot to Handle,TV Show,Yes,4,17,2020,1,6
4,18,2020,6,-,#blackAF,TV Show,Yes,4,17,2020,1,5
4,18,2020,7,-,Code 8,Movie,,4,11,2020,7,46
4,18,2020,8,-,The Innocence Files,TV Show,Yes,4,15,2020,3,15
4,18,2020,9,7,All American,TV Show,,3,28,2019,26,158
4,18,2020,10,5,Money Heist,TV Show,Yes,12,20,2017,15,79
4,19,2020,1,-,Despicable Me,Movie,,4,16,2020,3,30
4,19,2020,2,-,Too Hot to Handle,TV Show,Yes,4,17,2020,2,15
4,19,2020,3,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,27,266
4,19,2020,4,-,Outer Banks,TV Show,Yes,4,15,2020,4,28
4,19,2020,5,-,#blackAF,TV Show,Yes,4,17,2020,2,11
4,19,2020,6,2,Ozark,TV Show,Yes,7,21,2017,23,198
4,19,2020,7,-,The Innocence Files,TV Show,Yes,4,15,2020,4,19
4,19,2020,8,7,Code 8,Movie,,4,11,2020,8,49
4,19,2020,9,-,Waco,TV Show,,4,16,2020,1,2
4,19,2020,10,6,Money Heist,TV Show,Yes,12,20,2017,16,80
4,20,2020,1,-,Despicable Me,Movie,,4,16,2020,4,40
4,20,2020,2,-,Too Hot to Handle,TV Show,Yes,4,17,2020,3,24
4,20,2020,3,-,Outer Banks,TV Show,Yes,4,15,2020,5,36
4,20,2020,4,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,28,273
4,20,2020,5,-,#blackAF,TV Show,Yes,4,17,2020,3,17
4,20,2020,6,3,Ozark,TV Show,Yes,7,21,2017,24,203
4,20,2020,7,-,Waco,TV Show,,4,16,2020,2,6
4,20,2020,8,-,The Innocence Files,TV Show,Yes,4,15,2020,5,22
4,20,2020,9,2,Code 8,Movie,,4,11,2020,9,51
4,20,2020,10,-,The Green Hornet,Movie,,4,18,2020,1,1
4,21,2020,1,-,Too Hot to Handle,TV Show,Yes,4,17,2020,4,34
4,21,2020,2,-,Outer Banks,TV Show,Yes,4,15,2020,6,45
4,21,2020,3,-,Despicable Me,Movie,,4,16,2020,5,48
4,21,2020,4,-,Waco,TV Show,,4,16,2020,3,13
4,21,2020,5,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,29,279
4,21,2020,6,-,#blackAF,TV Show,Yes,4,17,2020,4,22
4,21,2020,7,2,Ozark,TV Show,Yes,7,21,2017,25,207
4,21,2020,8,-,The Innocence Files,TV Show,Yes,4,15,2020,6,25
4,21,2020,9,5,All American,TV Show,,3,28,2019,27,160
4,21,2020,10,-,The Green Hornet,Movie,,4,18,2020,2,2
4,22,2020,1,-,Too Hot to Handle,TV Show,Yes,4,17,2020,5,44
4,22,2020,2,-,Outer Banks,TV Show,Yes,4,15,2020,7,54
4,22,2020,3,-,Despicable Me,Movie,,4,16,2020,6,56
4,22,2020,4,-,Waco,TV Show,,4,16,2020,4,20
4,22,2020,5,-,#blackAF,TV Show,Yes,4,17,2020,5,28
4,22,2020,6,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,30,284
4,22,2020,7,2,Ozark,TV Show,Yes,7,21,2017,26,211
4,22,2020,8,6,All American,TV Show,,3,28,2019,28,163
4,22,2020,9,-,The Innocence Files,TV Show,Yes,4,15,2020,7,27
4,22,2020,10,-,Cooked with Cannabis,TV Show,Yes,4,20,2020,1,1
4,23,2020,1,-,Too Hot to Handle,TV Show,Yes,4,17,2020,6,54
4,23,2020,2,6,Outer Banks,TV Show,Yes,4,15,2020,8,63
4,23,2020,3,-,Waco,TV Show,,4,16,2020,5,28
4,23,2020,4,-,The Willoughbys,Movie,Yes,4,22,2020,1,7
4,23,2020,5,-,Despicable Me,Movie,,4,16,2020,7,62
4,23,2020,6,2,Ozark,TV Show,Yes,7,21,2017,27,216
4,23,2020,7,1,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,31,288
4,23,2020,8,-,#blackAF,TV Show,Yes,4,17,2020,6,31
4,23,2020,9,-,Absurd Planet,TV Show,Yes,4,22,2020,1,2
4,23,2020,10,-,Cooked with Cannabis,TV Show,Yes,4,20,2020,2,2
4,24,2020,1,-,The Willoughbys,Movie,Yes,4,22,2020,2,17
4,24,2020,2,3,Outer Banks,TV Show,Yes,4,15,2020,9,72
4,24,2020,3,-,Too Hot to Handle,TV Show,Yes,4,17,2020,7,62
4,24,2020,4,-,Waco,TV Show,,4,16,2020,6,35
4,24,2020,5,4,Ozark,TV Show,Yes,7,21,2017,28,222
4,24,2020,6,1,Despicable Me,Movie,,4,16,2020,8,67
4,24,2020,7,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,32,292
4,24,2020,8,-,#blackAF,TV Show,Yes,4,17,2020,7,34
4,24,2020,9,-,Absurd Planet,TV Show,Yes,4,22,2020,2,4
4,24,2020,10,-,Cooked with Cannabis,TV Show,Yes,4,20,2020,3,3
4,25,2020,1,-,Extraction,Movie,Yes,4,24,2020,1,10
4,25,2020,2,-,The Willoughbys,Movie,Yes,4,22,2020,3,26
4,25,2020,3,3,Outer Banks,TV Show,Yes,4,15,2020,10,80
4,25,2020,4,5,Too Hot to Handle,TV Show,Yes,4,17,2020,8,69
4,25,2020,5,-,Waco,TV Show,,4,16,2020,7,41
4,25,2020,6,4,Ozark,TV Show,Yes,7,21,2017,29,227
4,25,2020,7,1,Despicable Me,Movie,,4,16,2020,9,71
4,25,2020,8,2,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,33,295
4,25,2020,9,-,Absurd Planet,TV Show,Yes,4,22,2020,3,6
4,25,2020,10,6,#blackAF,TV Show,Yes,4,17,2020,8,35
4,26,2020,1,-,Extraction,Movie,Yes,4,24,2020,2,20
4,26,2020,2,4,Outer Banks,TV Show,Yes,4,15,2020,11,89
4,26,2020,3,-,The Willoughbys,Movie,Yes,4,22,2020,4,34
4,26,2020,4,9,Waco,TV Show,,4,16,2020,8,48
4,26,2020,5,2,Too Hot to Handle,TV Show,Yes,4,17,2020,9,75
4,26,2020,6,3,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,34,300
4,26,2020,7,6,Ozark,TV Show,Yes,7,21,2017,30,231
4,26,2020,8,-,Absurd Planet,TV Show,Yes,4,22,2020,4,9
4,26,2020,9,1,Despicable Me,Movie,,4,16,2020,10,73
4,26,2020,10,-,Django Unchained,Movie,,10,25,2014,1,1
4,27,2020,1,-,Extraction,Movie,Yes,4,24,2020,3,30
4,27,2020,2,3,Outer Banks,TV Show,Yes,4,15,2020,12,98
4,27,2020,3,-,"Coronavirus, Explained",TV Show,Yes,4,26,2020,1,8
4,27,2020,4,-,The Willoughbys,Movie,Yes,4,22,2020,5,41
4,27,2020,5,7,Waco,TV Show,,4,16,2020,9,54
4,27,2020,6,2,Too Hot to Handle,TV Show,Yes,4,17,2020,10,80
4,27,2020,7,-,The Last Kingdom,TV Show,,7,10,2016,1,4
4,27,2020,8,-,Django Unchained,Movie,,10,25,2014,2,4
4,27,2020,9,6,Ozark,TV Show,Yes,7,21,2017,31,233
4,27,2020,10,4,"Tiger King: Murder, Mayhem …",TV Show,Yes,3,20,2020,35,301
4,28,2020,1,-,Extraction,Movie,Yes,4,24,2020,4,40
4,28,2020,2,2,Outer Banks,TV Show,Yes,4,15,2020,13,107
4,28,2020,3,-,The Last Kingdom,TV Show,,7,10,2016,2,12
4,28,2020,4,-,"Coronavirus, Explained",TV Show,Yes,4,26,2020,2,15
4,28,2020,5,-,The Willoughbys,Movie,Yes,4,22,2020,6,47
4,28,2020,6,-,Never Have I Ever,TV Show,Yes,4,27,2020,1,5
4,28,2020,7,4,Waco,TV Show,,4,16,2020,10,58
4,28,2020,8,1,Too Hot to Handle,TV Show,Yes,4,17,2020,11,83
4,28,2020,9,7,Ozark,TV Show,Yes,7,21,2017,32,235
4,28,2020,10,-,Django Unchained,Movie,,10,25,2014,3,5
4,29,2020,1,-,Extraction,Movie,Yes,4,24,2020,5,50
4,29,2020,2,-,Never Have I Ever,TV Show,Yes,4,27,2020,2,14
4,29,2020,3,2,Outer Banks,TV Show,Yes,4,15,2020,14,115
4,29,2020,4,-,The Last Kingdom,TV Show,,7,10,2016,3,19
4,29,2020,5,-,The Willoughbys,Movie,Yes,4,22,2020,7,53
4,29,2020,6,4,Waco,TV Show,,4,16,2020,11,63
4,29,2020,7,7,Ozark,TV Show,Yes,7,21,2017,33,239
4,29,2020,8,-,"Coronavirus, Explained",TV Show,Yes,4,26,2020,3,18
4,29,2020,9,1,Too Hot to Handle,TV Show,Yes,4,17,2020,12,85
4,29,2020,10,-,Django Unchained,Movie,,10,25,2014,4,6
4,30,2020,1,-,Never Have I Ever,TV Show,Yes,4,27,2020,3,24
4,30,2020,2,-,Extraction,Movie,Yes,4,24,2020,6,59
4,30,2020,3,2,Outer Banks,TV Show,Yes,4,15,2020,15,123
4,30,2020,4,-,The Last Kingdom,TV Show,,7,10,2016,4,26
4,30,2020,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,1,6
4,30,2020,6,4,The Willoughbys,Movie,Yes,4,22,2020,8,58
4,30,2020,7,3,Waco,TV Show,,4,16,2020,12,67
4,30,2020,8,6,Ozark,TV Show,Yes,7,21,2017,34,242
4,30,2020,9,-,Django Unchained,Movie,,10,25,2014,5,8
4,30,2020,10,1,Too Hot to Handle,TV Show,Yes,4,17,2020,13,86
5,1,2020,1,-,Never Have I Ever,TV Show,Yes,4,27,2020,4,34
5,1,2020,2,-,Dangerous Lies,Movie,Yes,4,30,2020,1,9
5,1,2020,3,2,Outer Banks,TV Show,Yes,4,15,2020,16,131
5,1,2020,4,-,Extraction,Movie,Yes,4,24,2020,7,66
5,1,2020,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,2,12
5,1,2020,6,-,The Last Kingdom,TV Show,,7,10,2016,5,31
5,1,2020,7,1,The Willoughbys,Movie,Yes,4,22,2020,9,62
5,1,2020,8,4,Waco,TV Show,,4,16,2020,13,70
5,1,2020,9,5,Ozark,TV Show,Yes,7,21,2017,35,244
5,1,2020,10,3,Too Hot to Handle,TV Show,Yes,4,17,2020,14,87
5,2,2020,1,-,Dangerous Lies,Movie,Yes,4,30,2020,2,19
5,2,2020,2,-,Never Have I Ever,TV Show,Yes,4,27,2020,5,43
5,2,2020,3,3,Outer Banks,TV Show,Yes,4,15,2020,17,139
5,2,2020,4,1,Extraction,Movie,Yes,4,24,2020,8,73
5,2,2020,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,3,18
5,2,2020,6,-,The Last Kingdom,TV Show,,7,10,2016,6,36
5,2,2020,7,2,The Willoughbys,Movie,Yes,4,22,2020,10,66
5,2,2020,8,-,All Day and a Night,Movie,Yes,5,1,2020,1,3
5,2,2020,9,6,Ozark,TV Show,Yes,7,21,2017,36,246
5,2,2020,10,5,Waco,TV Show,,4,16,2020,14,71
5,3,2020,1,-,Dangerous Lies,Movie,Yes,4,30,2020,3,29
5,3,2020,2,-,Never Have I Ever,TV Show,Yes,4,27,2020,6,52
5,3,2020,3,2,Outer Banks,TV Show,Yes,4,15,2020,18,147
5,3,2020,4,1,Extraction,Movie,Yes,4,24,2020,9,80
5,3,2020,5,-,All Day and a Night,Movie,Yes,5,1,2020,2,9
5,3,2020,6,-,Hollywood,TV Show,Yes,5,1,2020,1,5
5,3,2020,7,-,Den of Thieves,Movie,,5,1,2020,1,4
5,3,2020,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,4,21
5,3,2020,9,-,The Half of It,Movie,Yes,5,1,2020,1,2
5,3,2020,10,-,The Last Kingdom,TV Show,,7,10,2016,7,37
5,4,2020,1,-,Dangerous Lies,Movie,Yes,4,30,2020,4,39
5,4,2020,2,2,Outer Banks,TV Show,Yes,4,15,2020,19,156
5,4,2020,3,-,Hollywood,TV Show,Yes,5,1,2020,2,13
5,4,2020,4,-,All Day and a Night,Movie,Yes,5,1,2020,3,16
5,4,2020,5,-,Never Have I Ever,TV Show,Yes,4,27,2020,7,58
5,4,2020,6,1,Extraction,Movie,Yes,4,24,2020,10,85
5,4,2020,7,-,Den of Thieves,Movie,,5,1,2020,2,8
5,4,2020,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,5,24
5,4,2020,9,7,The Last Kingdom,TV Show,,7,10,2016,8,39
5,4,2020,10,-,The Half of It,Movie,Yes,5,1,2020,2,3
5,5,2020,1,2,Outer Banks,TV Show,Yes,4,15,2020,20,166
5,5,2020,2,-,Dangerous Lies,Movie,Yes,4,30,2020,5,48
5,5,2020,3,-,Hollywood,TV Show,Yes,5,1,2020,3,21
5,5,2020,4,6,Never Have I Ever,TV Show,Yes,4,27,2020,8,65
5,5,2020,5,-,All Day and a Night,Movie,Yes,5,1,2020,4,22
5,5,2020,6,-,Den of Thieves,Movie,,5,1,2020,3,13
5,5,2020,7,1,Extraction,Movie,Yes,4,24,2020,11,89
5,5,2020,8,-,Arctic Dogs,Movie,,5,4,2020,1,3
5,5,2020,9,3,The Last Kingdom,TV Show,,7,10,2016,9,41
5,5,2020,10,-,Murder to Mercy: The Cyntoi…,Movie,Yes,4,29,2020,6,25
5,6,2020,1,3,Outer Banks,TV Show,Yes,4,15,2020,21,176
5,6,2020,2,-,Hollywood,TV Show,Yes,5,1,2020,4,30
5,6,2020,3,-,Arctic Dogs,Movie,,5,4,2020,2,11
5,6,2020,4,-,Dangerous Lies,Movie,Yes,4,30,2020,6,55
5,6,2020,5,2,Never Have I Ever,TV Show,Yes,4,27,2020,9,71
5,6,2020,6,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,5,5,2020,1,5
5,6,2020,7,-,All Day and a Night,Movie,Yes,5,1,2020,5,26
5,6,2020,8,-,Den of Thieves,Movie,,5,1,2020,4,16
5,6,2020,9,1,Extraction,Movie,Yes,4,24,2020,12,91
5,6,2020,10,4,The Last Kingdom,TV Show,,7,10,2016,10,42
5,7,2020,1,3,Outer Banks,TV Show,Yes,4,15,2020,22,186
5,7,2020,2,-,Hollywood,TV Show,Yes,5,1,2020,5,39
5,7,2020,3,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,5,5,2020,2,13
5,7,2020,4,1,Never Have I Ever,TV Show,Yes,4,27,2020,10,78
5,7,2020,5,-,Becoming,Movie,Yes,5,6,2020,1,6
5,7,2020,6,-,Dangerous Lies,Movie,Yes,4,30,2020,7,60
5,7,2020,7,-,Workinâ Moms,TV Show,Yes,2,22,2019,1,4
