Ranking Month,Ranking Day,Ranking Year,Rank,Last Week Rank,Title,Type,Netflix Exclusive,Release Month,Release Day,Release Year,Days In Top 10,Viewership Score
9,2,2021,7,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,1,4
9,2,2021,8,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,1,3
9,2,2021,9,5,All American,TV Show,,3,28,2019,65,415
9,2,2021,10,9,Vivo,Movie,Yes,8,6,2021,27,161
9,3,2021,1,1,Clickbait,TV Show,Yes,8,25,2021,9,85
9,3,2021,2,-,Afterlife of the Party,Movie,Yes,9,2,2021,1,9
9,3,2021,3,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,2,11
9,3,2021,4,3,Manifest,TV Show,,6,10,2021,67,539
9,3,2021,5,-,Heâs All That,Movie,Yes,8,27,2021,7,63
9,3,2021,6,-,Green Lantern,Movie,,9,1,2021,2,12
9,3,2021,7,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,2,8
9,3,2021,8,7,Cocomelon,TV Show,,6,1,2020,310,1108
9,3,2021,9,-,SAS: Red Notice,Movie,,8,27,2021,7,47
9,3,2021,10,6,All American,TV Show,,3,28,2019,66,416
9,4,2021,1,2,Clickbait,TV Show,Yes,8,25,2021,10,95
9,4,2021,2,-,Money Heist,TV Show,Yes,12,20,2017,17,89
9,4,2021,3,-,Afterlife of the Party,Movie,Yes,9,2,2021,2,17
9,4,2021,4,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,3,18
9,4,2021,5,-,Green Lantern,Movie,,9,1,2021,3,18
9,4,2021,6,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,3,13
9,4,2021,7,4,Manifest,TV Show,,6,10,2021,68,543
9,4,2021,8,1,Heâs All That,Movie,Yes,8,27,2021,8,66
9,4,2021,9,8,Cocomelon,TV Show,,6,1,2020,311,1110
9,4,2021,10,9,Vivo,Movie,Yes,8,6,2021,28,162
9,5,2021,1,2,Clickbait,TV Show,Yes,8,25,2021,11,105
9,5,2021,2,-,Money Heist,TV Show,Yes,12,20,2017,18,98
9,5,2021,3,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,4,26
9,5,2021,4,-,Afterlife of the Party,Movie,Yes,9,2,2021,3,24
9,5,2021,5,-,Green Lantern,Movie,,9,1,2021,4,24
9,5,2021,6,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,4,18
9,5,2021,7,5,Manifest,TV Show,,6,10,2021,69,547
9,5,2021,8,1,Heâs All That,Movie,Yes,8,27,2021,9,69
9,5,2021,9,9,Cocomelon,TV Show,,6,1,2020,312,1112
9,5,2021,10,-,Sharkdog,TV Show,Yes,9,3,2021,1,1
9,6,2021,1,2,Clickbait,TV Show,Yes,8,25,2021,12,115
9,6,2021,2,-,Money Heist,TV Show,Yes,12,20,2017,19,107
9,6,2021,3,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,5,34
9,6,2021,4,-,Afterlife of the Party,Movie,Yes,9,2,2021,4,31
9,6,2021,5,-,Green Lantern,Movie,,9,1,2021,5,30
9,6,2021,6,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,5,23
9,6,2021,7,4,Manifest,TV Show,,6,10,2021,70,551
9,6,2021,8,-,Sharkdog,TV Show,Yes,9,3,2021,2,4
9,6,2021,9,-,Worth,Movie,Yes,9,3,2021,1,2
9,6,2021,10,7,Cocomelon,TV Show,,6,1,2020,313,1113
9,7,2021,1,1,Clickbait,TV Show,Yes,8,25,2021,13,125
9,7,2021,2,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,6,43
9,7,2021,3,-,Money Heist,TV Show,Yes,12,20,2017,20,115
9,7,2021,4,-,Afterlife of the Party,Movie,Yes,9,2,2021,5,38
9,7,2021,5,-,Worth,Movie,Yes,9,3,2021,2,8
9,7,2021,6,4,Manifest,TV Show,,6,10,2021,71,556
9,7,2021,7,-,Sharkdog,TV Show,Yes,9,3,2021,3,8
9,7,2021,8,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,6,26
9,7,2021,9,-,Green Lantern,Movie,,9,1,2021,6,32
9,7,2021,10,5,Cocomelon,TV Show,,6,1,2020,314,1114
9,8,2021,1,1,Clickbait,TV Show,Yes,8,25,2021,14,135
9,8,2021,2,-,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,7,52
9,8,2021,3,-,Money Heist,TV Show,Yes,12,20,2017,21,123
9,8,2021,4,3,Manifest,TV Show,,6,10,2021,72,563
9,8,2021,5,-,Afterlife of the Party,Movie,Yes,9,2,2021,6,44
9,8,2021,6,5,Cocomelon,TV Show,,6,1,2020,315,1119
9,8,2021,7,-,Sharkdog,TV Show,Yes,9,3,2021,4,12
9,8,2021,8,-,Worth,Movie,Yes,9,3,2021,3,11
9,8,2021,9,-,Welcome Home Roscoe Jenkins,Movie,,9,1,2021,7,28
9,8,2021,10,-,Green Lantern,Movie,,9,1,2021,7,33
9,9,2021,1,1,Clickbait,TV Show,Yes,8,25,2021,15,145
9,9,2021,2,8,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,8,61
9,9,2021,3,-,Money Heist,TV Show,Yes,12,20,2017,22,131
9,9,2021,4,3,Manifest,TV Show,,6,10,2021,73,570
9,9,2021,5,-,The Circle US,TV Show,Yes,1,1,2020,26,160
9,9,2021,6,6,Cocomelon,TV Show,,6,1,2020,316,1124
9,9,2021,7,-,Sharkdog,TV Show,Yes,9,3,2021,5,16
9,9,2021,8,-,Afterlife of the Party,Movie,Yes,9,2,2021,7,47
9,9,2021,9,-,Worth,Movie,Yes,9,3,2021,4,13
9,9,2021,10,-,On the Verge,TV Show,Yes,9,7,2021,1,1
9,10,2021,1,1,Clickbait,TV Show,Yes,8,25,2021,16,155
9,10,2021,2,3,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,9,70
9,10,2021,3,-,Money Heist,TV Show,Yes,12,20,2017,23,139
9,10,2021,4,-,The Circle US,TV Show,Yes,1,1,2020,27,167
9,10,2021,5,8,Cocomelon,TV Show,,6,1,2020,317,1130
9,10,2021,6,4,Manifest,TV Show,,6,10,2021,74,575
9,10,2021,7,-,On the Verge,TV Show,Yes,9,7,2021,2,5
9,10,2021,8,-,Sharkdog,TV Show,Yes,9,3,2021,6,19
9,10,2021,9,2,Afterlife of the Party,Movie,Yes,9,2,2021,8,49
9,10,2021,10,-,Worth,Movie,Yes,9,3,2021,5,14
9,11,2021,1,-,Kate,Movie,Yes,9,10,2021,1,10
9,11,2021,2,-,Lucifer,TV Show,,12,15,2018,44,314
9,11,2021,3,1,Clickbait,TV Show,Yes,8,25,2021,17,163
9,11,2021,4,4,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,10,77
9,11,2021,5,9,Cocomelon,TV Show,,6,1,2020,318,1136
9,11,2021,6,-,The Circle US,TV Show,Yes,1,1,2020,28,172
9,11,2021,7,2,Money Heist,TV Show,Yes,12,20,2017,24,143
9,11,2021,8,-,Sharkdog,TV Show,Yes,9,3,2021,7,22
9,11,2021,9,7,Manifest,TV Show,,6,10,2021,75,577
9,11,2021,10,-,On the Verge,TV Show,Yes,9,7,2021,3,6
9,12,2021,1,-,Kate,Movie,Yes,9,10,2021,2,20
9,12,2021,2,-,Lucifer,TV Show,,12,15,2018,45,323
9,12,2021,3,3,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,11,85
9,12,2021,4,1,Clickbait,TV Show,Yes,8,25,2021,18,170
9,12,2021,5,9,Cocomelon,TV Show,,6,1,2020,319,1142
9,12,2021,6,10,Sharkdog,TV Show,Yes,9,3,2021,8,27
9,12,2021,7,-,Prey,Movie,Yes,9,10,2021,1,4
9,12,2021,8,-,The Circle US,TV Show,Yes,1,1,2020,29,175
9,12,2021,9,2,Money Heist,TV Show,Yes,12,20,2017,25,145
9,12,2021,10,-,On the Verge,TV Show,Yes,9,7,2021,4,7
9,13,2021,1,-,Kate,Movie,Yes,9,10,2021,3,30
9,13,2021,2,-,Lucifer,TV Show,,12,15,2018,46,332
9,13,2021,3,1,Clickbait,TV Show,Yes,8,25,2021,19,178
9,13,2021,4,3,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,12,92
9,13,2021,5,-,Prey,Movie,Yes,9,10,2021,2,10
9,13,2021,6,10,Cocomelon,TV Show,,6,1,2020,320,1147
9,13,2021,7,-,On the Verge,TV Show,Yes,9,7,2021,5,11
9,13,2021,8,-,An Unfinished Life,Movie,,9,1,2021,1,3
9,13,2021,9,8,Sharkdog,TV Show,Yes,9,3,2021,9,29
9,13,2021,10,7,Manifest,TV Show,,6,10,2021,76,578
9,14,2021,1,-,Kate,Movie,Yes,9,10,2021,4,40
9,14,2021,2,-,Lucifer,TV Show,,12,15,2018,47,341
9,14,2021,3,1,Clickbait,TV Show,Yes,8,25,2021,20,186
9,14,2021,4,2,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,13,99
9,14,2021,5,-,Prey,Movie,Yes,9,10,2021,3,16
9,14,2021,6,10,Cocomelon,TV Show,,6,1,2020,321,1152
9,14,2021,7,-,On the Verge,TV Show,Yes,9,7,2021,6,15
9,14,2021,8,-,An Unfinished Life,Movie,,9,1,2021,2,6
9,14,2021,9,7,Sharkdog,TV Show,Yes,9,3,2021,10,31
9,14,2021,10,6,Manifest,TV Show,,6,10,2021,77,579
9,15,2021,1,-,Lucifer,TV Show,,12,15,2018,48,351
9,15,2021,2,-,Kate,Movie,Yes,9,10,2021,5,49
9,15,2021,3,1,Clickbait,TV Show,Yes,8,25,2021,21,194
9,15,2021,4,2,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,14,106
9,15,2021,5,-,Prey,Movie,Yes,9,10,2021,4,22
9,15,2021,6,6,Cocomelon,TV Show,,6,1,2020,322,1157
9,15,2021,7,4,Manifest,TV Show,,6,10,2021,78,583
9,15,2021,8,-,An Unfinished Life,Movie,,9,1,2021,3,9
9,15,2021,9,7,Sharkdog,TV Show,Yes,9,3,2021,11,33
9,15,2021,10,-,On the Verge,TV Show,Yes,9,7,2021,7,16
9,16,2021,1,-,Lucifer,TV Show,,12,15,2018,49,361
9,16,2021,2,1,Clickbait,TV Show,Yes,8,25,2021,22,203
9,16,2021,3,-,Kate,Movie,Yes,9,10,2021,6,57
9,16,2021,4,5,The Circle US,TV Show,Yes,1,1,2020,30,182
9,16,2021,5,2,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,15,112
9,16,2021,6,6,Cocomelon,TV Show,,6,1,2020,323,1162
9,16,2021,7,4,Manifest,TV Show,,6,10,2021,79,587
9,16,2021,8,-,Prey,Movie,Yes,9,10,2021,5,25
9,16,2021,9,-,An Unfinished Life,Movie,,9,1,2021,4,11
9,16,2021,10,7,Sharkdog,TV Show,Yes,9,3,2021,12,34
9,17,2021,1,-,Lucifer,TV Show,,12,15,2018,50,371
9,17,2021,2,1,Clickbait,TV Show,Yes,8,25,2021,23,212
9,17,2021,3,-,Safe House,Movie,,9,16,2021,1,8
9,17,2021,4,-,Kate,Movie,Yes,9,10,2021,7,64
9,17,2021,5,4,The Circle US,TV Show,Yes,1,1,2020,31,188
9,17,2021,6,5,Cocomelon,TV Show,,6,1,2020,324,1167
9,17,2021,7,2,Turning Point: 9/11 and the…,TV Show,Yes,9,1,2021,16,116
9,17,2021,8,6,Manifest,TV Show,,6,10,2021,80,590
9,17,2021,9,-,Nightbooks,Movie,Yes,9,15,2021,1,2
9,17,2021,10,-,An Unfinished Life,Movie,,9,1,2021,5,12
9,18,2021,1,-,Sex Education,TV Show,Yes,1,11,2019,1,10
9,18,2021,2,-,Safe House,Movie,,9,16,2021,2,17
9,18,2021,3,2,Lucifer,TV Show,,12,15,2018,51,379
9,18,2021,4,3,Clickbait,TV Show,Yes,8,25,2021,24,219
9,18,2021,5,1,Kate,Movie,Yes,9,10,2021,8,70
9,18,2021,6,6,The Circle US,TV Show,Yes,1,1,2020,32,193
9,18,2021,7,5,Cocomelon,TV Show,,6,1,2020,325,1171
9,18,2021,8,-,Nightbooks,Movie,Yes,9,15,2021,2,5
9,18,2021,9,-,An Unfinished Life,Movie,,9,1,2021,6,14
9,18,2021,10,8,Sharkdog,TV Show,Yes,9,3,2021,13,35
9,19,2021,1,-,Sex Education,TV Show,Yes,1,11,2019,2,20
9,19,2021,2,-,Safe House,Movie,,9,16,2021,3,26
9,19,2021,3,4,Clickbait,TV Show,Yes,8,25,2021,25,227
9,19,2021,4,2,Lucifer,TV Show,,12,15,2018,52,386
9,19,2021,5,1,Kate,Movie,Yes,9,10,2021,9,76
9,19,2021,6,-,Nightbooks,Movie,Yes,9,15,2021,3,10
9,19,2021,7,5,Cocomelon,TV Show,,6,1,2020,326,1175
9,19,2021,8,-,Squid Game,TV Show,Yes,9,17,2021,1,3
9,19,2021,9,8,The Circle US,TV Show,Yes,1,1,2020,33,195
9,19,2021,10,-,An Unfinished Life,Movie,,9,1,2021,7,15
9,20,2021,1,-,Sex Education,TV Show,Yes,1,11,2019,3,30
9,20,2021,2,-,Squid Game,TV Show,Yes,9,17,2021,2,12
9,20,2021,3,-,Safe House,Movie,,9,16,2021,4,34
9,20,2021,4,3,Clickbait,TV Show,Yes,8,25,2021,26,234
9,20,2021,5,2,Lucifer,TV Show,,12,15,2018,53,392
9,20,2021,6,1,Kate,Movie,Yes,9,10,2021,10,81
9,20,2021,7,-,The Father Who Moves Mountains,Movie,Yes,9,17,2021,1,4
9,20,2021,8,6,Cocomelon,TV Show,,6,1,2020,327,1178
9,20,2021,9,-,The Circle US,TV Show,Yes,1,1,2020,34,197
9,20,2021,10,-,Nightbooks,Movie,Yes,9,15,2021,4,11
9,21,2021,1,-,Sex Education,TV Show,Yes,1,11,2019,4,40
9,21,2021,2,-,Squid Game,TV Show,Yes,9,17,2021,3,21
9,21,2021,3,-,Safe House,Movie,,9,16,2021,5,42
9,21,2021,4,3,Clickbait,TV Show,Yes,8,25,2021,27,241
9,21,2021,5,2,Lucifer,TV Show,,12,15,2018,54,398
9,21,2021,6,1,Kate,Movie,Yes,9,10,2021,11,86
9,21,2021,7,-,The Father Who Moves Mountains,Movie,Yes,9,17,2021,2,8
9,21,2021,8,6,Cocomelon,TV Show,,6,1,2020,328,1181
9,21,2021,9,-,The Circle US,TV Show,Yes,1,1,2020,35,199
9,21,2021,10,-,Nightbooks,Movie,Yes,9,15,2021,5,12
9,22,2021,1,-,Squid Game,TV Show,Yes,9,17,2021,4,31
9,22,2021,2,-,Sex Education,TV Show,Yes,1,11,2019,5,49
9,22,2021,3,3,Clickbait,TV Show,Yes,8,25,2021,28,249
9,22,2021,4,1,Lucifer,TV Show,,12,15,2018,55,405
9,22,2021,5,-,Safe House,Movie,,9,16,2021,6,48
9,22,2021,6,-,The Father Who Moves Mountains,Movie,Yes,9,17,2021,3,13
9,22,2021,7,6,Cocomelon,TV Show,,6,1,2020,329,1185
9,22,2021,8,-,The Circle US,TV Show,Yes,1,1,2020,36,202
9,22,2021,9,2,Kate,Movie,Yes,9,10,2021,12,88
9,22,2021,10,9,Sharkdog,TV Show,Yes,9,3,2021,14,36
9,23,2021,1,-,Squid Game,TV Show,Yes,9,17,2021,5,41
9,23,2021,2,-,Sex Education,TV Show,Yes,1,11,2019,6,58
9,23,2021,3,2,Clickbait,TV Show,Yes,8,25,2021,29,257
9,23,2021,4,1,Lucifer,TV Show,,12,15,2018,56,412
9,23,2021,5,-,Safe House,Movie,,9,16,2021,7,54
9,23,2021,6,-,The Father Who Moves Mountains,Movie,Yes,9,17,2021,4,18
9,23,2021,7,6,Cocomelon,TV Show,,6,1,2020,330,1189
9,23,2021,8,4,The Circle US,TV Show,Yes,1,1,2020,37,205
9,23,2021,9,3,Kate,Movie,Yes,9,10,2021,13,90
9,23,2021,10,10,Sharkdog,TV Show,Yes,9,3,2021,15,37
9,24,2021,1,-,Squid Game,TV Show,Yes,9,17,2021,6,51
9,24,2021,2,-,Sex Education,TV Show,Yes,1,11,2019,7,67
9,24,2021,3,-,Intrusion,Movie,Yes,9,22,2021,1,8
9,24,2021,4,-,Grown Ups,Movie,,9,20,2021,1,7
9,24,2021,5,-,Monsters Inside: The 24 Fac…,TV Show,Yes,9,22,2021,1,6
9,24,2021,6,5,The Circle US,TV Show,Yes,1,1,2020,38,210
9,24,2021,7,2,Clickbait,TV Show,Yes,8,25,2021,30,261
9,24,2021,8,1,Lucifer,TV Show,,12,15,2018,57,415
9,24,2021,9,6,Cocomelon,TV Show,,6,1,2020,331,1191
9,24,2021,10,3,Safe House,Movie,,9,16,2021,8,55
9,25,2021,1,-,Squid Game,TV Show,Yes,9,17,2021,7,61
9,25,2021,2,-,Intrusion,Movie,Yes,9,22,2021,2,17
9,25,2021,3,1,Sex Education,TV Show,Yes,1,11,2019,8,75
9,25,2021,4,-,Grown Ups,Movie,,9,20,2021,2,14
9,25,2021,5,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,1,6
9,25,2021,6,-,Midnight Mass,TV Show,Yes,9,24,2021,1,5
9,25,2021,7,-,The Starling,Movie,Yes,9,24,2021,1,4
9,25,2021,8,-,Monsters Inside: The 24 Fac…,TV Show,Yes,9,22,2021,2,9
9,25,2021,9,6,The Circle US,TV Show,Yes,1,1,2020,39,212
9,25,2021,10,7,Cocomelon,TV Show,,6,1,2020,332,1192
9,26,2021,1,8,Squid Game,TV Show,Yes,9,17,2021,8,71
9,26,2021,2,-,The Starling,Movie,Yes,9,24,2021,2,13
9,26,2021,3,-,Midnight Mass,TV Show,Yes,9,24,2021,2,13
9,26,2021,4,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,2,13
9,26,2021,5,-,Intrusion,Movie,Yes,9,22,2021,3,23
9,26,2021,6,-,Grown Ups,Movie,,9,20,2021,3,19
9,26,2021,7,1,Sex Education,TV Show,Yes,1,11,2019,9,79
9,26,2021,8,-,Monsters Inside: The 24 Fac…,TV Show,Yes,9,22,2021,3,12
9,26,2021,9,7,Cocomelon,TV Show,,6,1,2020,333,1194
9,26,2021,10,3,Clickbait,TV Show,Yes,8,25,2021,31,262
9,27,2021,1,2,Squid Game,TV Show,Yes,9,17,2021,9,81
9,27,2021,2,-,The Starling,Movie,Yes,9,24,2021,3,22
9,27,2021,3,-,Midnight Mass,TV Show,Yes,9,24,2021,3,21
9,27,2021,4,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,3,20
9,27,2021,5,-,Grown Ups,Movie,,9,20,2021,4,25
9,27,2021,6,1,Sex Education,TV Show,Yes,1,11,2019,10,84
9,27,2021,7,-,Intrusion,Movie,Yes,9,22,2021,4,27
9,27,2021,8,-,Monsters Inside: The 24 Fac…,TV Show,Yes,9,22,2021,4,15
9,27,2021,9,4,Clickbait,TV Show,Yes,8,25,2021,32,264
9,27,2021,10,8,Cocomelon,TV Show,,6,1,2020,334,1195
9,28,2021,1,2,Squid Game,TV Show,Yes,9,17,2021,10,91
9,28,2021,2,-,Midnight Mass,TV Show,Yes,9,24,2021,4,30
9,28,2021,3,-,The Starling,Movie,Yes,9,24,2021,4,30
9,28,2021,4,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,4,27
9,28,2021,5,-,Grown Ups,Movie,,9,20,2021,5,31
9,28,2021,6,1,Sex Education,TV Show,Yes,1,11,2019,11,89
9,28,2021,7,8,Cocomelon,TV Show,,6,1,2020,335,1199
9,28,2021,8,-,Intrusion,Movie,Yes,9,22,2021,5,30
9,28,2021,9,-,Monsters Inside: The 24 Fac…,TV Show,Yes,9,22,2021,5,17
9,28,2021,10,4,Clickbait,TV Show,Yes,8,25,2021,33,265
9,29,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,11,101
9,29,2021,2,-,Midnight Mass,TV Show,Yes,9,24,2021,5,39
9,29,2021,3,-,Britney vs Spears,Movie,Yes,9,28,2021,1,8
9,29,2021,4,-,The Starling,Movie,Yes,9,24,2021,5,37
9,29,2021,5,-,Grown Ups,Movie,,9,20,2021,6,37
9,29,2021,6,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,5,32
9,29,2021,7,2,Sex Education,TV Show,Yes,1,11,2019,12,93
9,29,2021,8,7,Cocomelon,TV Show,,6,1,2020,336,1202
9,29,2021,9,-,Intrusion,Movie,Yes,9,22,2021,6,32
9,29,2021,10,3,Clickbait,TV Show,Yes,8,25,2021,34,266
9,30,2021,1,-,Britney vs Spears,Movie,Yes,9,28,2021,2,18
9,30,2021,2,-,No One Gets Out Alive,Movie,Yes,9,29,2021,1,9
9,30,2021,3,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,6,40
9,30,2021,4,-,The Starling,Movie,Yes,9,24,2021,6,44
9,30,2021,5,-,Grown Ups,Movie,,9,20,2021,7,43
9,30,2021,6,-,Intrusion,Movie,Yes,9,22,2021,7,37
9,30,2021,7,-,Vivo,Movie,Yes,8,6,2021,29,166
9,30,2021,8,5,Safe House,Movie,,9,16,2021,9,58
9,30,2021,9,-,Home,Movie,,5,25,2021,21,123
9,30,2021,10,9,Kate,Movie,Yes,9,10,2021,14,91
10,1,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,12,111
10,1,2021,2,-,Midnight Mass,TV Show,Yes,9,24,2021,6,48
10,1,2021,3,-,Britney vs Spears,Movie,Yes,9,28,2021,3,26
10,1,2021,4,-,No One Gets Out Alive,Movie,Yes,9,29,2021,2,16
10,1,2021,5,-,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,7,46
10,1,2021,6,2,Sex Education,TV Show,Yes,1,11,2019,13,98
10,1,2021,7,4,Grown Ups,Movie,,9,20,2021,8,47
10,1,2021,8,-,The Starling,Movie,Yes,9,24,2021,7,47
10,1,2021,9,9,Cocomelon,TV Show,,6,1,2020,337,1204
10,1,2021,10,6,The Circle US,TV Show,Yes,1,1,2020,40,213
10,2,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,13,121
10,2,2021,2,-,The Guilty,Movie,Yes,10,1,2021,1,9
10,2,2021,3,-,Maid,TV Show,Yes,10,1,2021,1,8
10,2,2021,4,6,Midnight Mass,TV Show,Yes,9,24,2021,7,55
10,2,2021,5,5,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,8,52
10,2,2021,6,-,Britney vs Spears,Movie,Yes,9,28,2021,4,31
10,2,2021,7,-,Seinfeld,TV Show,,10,1,2021,1,4
10,2,2021,8,-,The Great British Baking Show,TV Show,,10,3,2015,15,55
10,2,2021,9,10,Cocomelon,TV Show,,6,1,2020,338,1206
10,2,2021,10,3,Sex Education,TV Show,Yes,1,11,2019,14,99
10,3,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,14,131
10,3,2021,2,-,The Guilty,Movie,Yes,10,1,2021,2,18
10,3,2021,3,-,Maid,TV Show,Yes,10,1,2021,2,16
10,3,2021,4,3,Midnight Mass,TV Show,Yes,9,24,2021,8,62
10,3,2021,5,4,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,9,58
10,3,2021,6,-,Seinfeld,TV Show,,10,1,2021,2,9
10,3,2021,7,-,Britney vs Spears,Movie,Yes,9,28,2021,5,35
10,3,2021,8,-,The DUFF,Movie,,10,1,2021,1,3
10,3,2021,9,9,Cocomelon,TV Show,,6,1,2020,339,1208
10,3,2021,10,6,Grown Ups,Movie,,9,20,2021,9,48
10,4,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,15,141
10,4,2021,2,-,The Guilty,Movie,Yes,10,1,2021,3,27
10,4,2021,3,-,Maid,TV Show,Yes,10,1,2021,3,24
10,4,2021,4,3,Midnight Mass,TV Show,Yes,9,24,2021,9,69
10,4,2021,5,-,The DUFF,Movie,,10,1,2021,2,9
10,4,2021,6,4,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,10,63
10,4,2021,7,-,Seinfeld,TV Show,,10,1,2021,3,13
10,4,2021,8,-,Britney vs Spears,Movie,Yes,9,28,2021,6,38
10,4,2021,9,10,Cocomelon,TV Show,,6,1,2020,340,1210
10,4,2021,10,5,Grown Ups,Movie,,9,20,2021,10,49
10,5,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,16,151
10,5,2021,2,-,On My Block,TV Show,Yes,3,16,2018,2,10
10,5,2021,3,-,Maid,TV Show,Yes,10,1,2021,4,32
10,5,2021,4,-,The Guilty,Movie,Yes,10,1,2021,4,34
10,5,2021,5,2,Midnight Mass,TV Show,Yes,9,24,2021,10,75
10,5,2021,6,-,The DUFF,Movie,,10,1,2021,3,14
10,5,2021,7,-,Seinfeld,TV Show,,10,1,2021,4,17
10,5,2021,8,7,Cocomelon,TV Show,,6,1,2020,341,1213
10,5,2021,9,4,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,11,65
10,5,2021,10,-,Titanic,Movie,,10,1,2021,1,1
10,6,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,17,161
10,6,2021,2,-,On My Block,TV Show,Yes,3,16,2018,3,19
10,6,2021,3,-,Maid,TV Show,Yes,10,1,2021,5,40
10,6,2021,4,-,The Guilty,Movie,Yes,10,1,2021,5,41
10,6,2021,5,2,Midnight Mass,TV Show,Yes,9,24,2021,11,81
10,6,2021,6,-,The DUFF,Movie,,10,1,2021,4,19
10,6,2021,7,-,Seinfeld,TV Show,,10,1,2021,5,21
10,6,2021,8,8,Cocomelon,TV Show,,6,1,2020,342,1216
10,6,2021,9,6,My Little Pony: A New Gener…,Movie,Yes,9,24,2021,12,67
10,6,2021,10,-,Titanic,Movie,,10,1,2021,2,2
10,7,2021,1,-,Squid Game,TV Show,Yes,9,17,2021,18,171
10,7,2021,2,-,On My Block,TV Show,Yes,3,16,2018,4,28
10,7,2021,3,-,Maid,TV Show,Yes,10,1,2021,6,48
10,7,2021,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,10,5,2021,1,7
10,7,2021,5,-,The Guilty,Movie,Yes,10,1,2021,6,47
10,7,2021,6,-,Thereâs Someone Inside Your…,Movie,Yes,10,6,2021,1,5
10,7,2021,7,-,Midnight Mass,TV Show,Yes,9,24,2021,12,85
10,7,2021,8,-,Titanic,Movie,,10,1,2021,3,5
10,7,2021,9,-,Cocomelon,TV Show,,6,1,2020,343,1218
10,7,2021,10,-,The DUFF,Movie,,10,1,2021,5,20
10,8,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,19,181
10,8,2021,2,-,Maid,TV Show,Yes,10,1,2021,7,57
10,8,2021,3,-,On My Block,TV Show,Yes,3,16,2018,5,36
10,8,2021,4,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,10,5,2021,2,14
10,8,2021,5,-,Thereâs Someone Inside Your…,Movie,Yes,10,6,2021,2,11
10,8,2021,6,-,The Guilty,Movie,Yes,10,1,2021,7,52
10,8,2021,7,2,Midnight Mass,TV Show,Yes,9,24,2021,13,89
10,8,2021,8,-,Titanic,Movie,,10,1,2021,4,8
10,8,2021,9,9,Cocomelon,TV Show,,6,1,2020,344,1220
10,8,2021,10,-,The DUFF,Movie,,10,1,2021,6,21
10,9,2021,1,1,Squid Game,TV Show,Yes,9,17,2021,20,191
10,9,2021,2,3,Maid,TV Show,Yes,10,1,2021,8,66
10,9,2021,3,-,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,10,5,2021,3,22
10,9,2021,4,-,On My Block,TV Show,Yes,3,16,2018,6,43
10,9,2021,5,2,The Guilty,Movie,Yes,10,1,2021,8,58
10,9,2021,6,-,Thereâs Someone Inside Your…,Movie,Yes,10,6,2021,3,16
10,9,2021,7,-,Titanic,Movie,,10,1,2021,5,12
10,9,2021,8,8,The Great British Baking Show,TV Show,,10,3,2015,16,58
10,9,2021,9,4,Midnight Mass,TV Show,Yes,9,24,2021,14,91
10,9,2021,10,9,Cocomelon,TV Show,,6,1,2020,345,1221
